sw,tier,Gender,Ethnicity,IEP,ELL,enrolled15,absences15,presences15,enrolled16,absences16,presences16
4,Middle,Male,Hispanic,Yes,0,188,9,179,206,5,201
4,Middle,Male,Hispanic,Yes,1,71,9,62,140,7,133
4,Middle,Male,Other,No,0,342,30,312,404,18,386
4,Middle,Male,Other,No,1,571,22,549,604,25,579
4,Middle,Male,Other,Yes,0,97,3,94,95,6,89
4,Middle,Male,Other,Yes,1,55,2,53,70,6,64
4,Middle,Male,White,No,0,1505,57,1448,1443,82,1361
4,Middle,Male,White,No,1,155,1,154,227,33,194
4,Middle,Male,White,Yes,0,594,24,570,798,52,746
4,Middle,Male,White,Yes,1,15,0,15,5,0,5
4,Other,Female,Black,No,0,2494,297,2197,2744,202,2542
4,Other,Female,Black,No,1,159,7,152,130,19,111
4,Other,Female,Black,Yes,0,353,60,293,362,31,331
4,Other,Female,Black,Yes,1,10,0,10,10,0,10
4,Other,Female,Hispanic,No,0,808,87,721,847,101,746
4,Other,Female,Hispanic,No,1,939,88,851,933,92,841
4,Other,Female,Hispanic,Yes,0,90,14,76,105,19,86
4,Other,Female,Hispanic,Yes,1,209,35,174,200,35,165
4,Other,Female,Other,No,0,303,36,267,407,38,369
4,Other,Female,Other,No,1,212,3,209,205,6,199
4,Other,Female,Other,Yes,0,45,2,43,55,6,49
4,Other,Female,Other,Yes,1,10,1,9,10,0,10
4,Other,Female,White,No,0,745,114,631,868,102,766
4,Other,Female,White,No,1,55,3,52,62,7,55
4,Other,Female,White,Yes,0,152,5,147,226,34,192
4,Other,Female,White,Yes,1,10,3,7,10,2,8
4,Other,Male,Black,No,0,2336,223,2113,2714,232,2482
4,Other,Male,Black,No,1,137,9,128,175,12,163
4,Other,Male,Black,Yes,0,857,65,792,918,119,799
4,Other,Male,Black,Yes,1,20,2,18,35,9,26
4,Other,Male,Hispanic,No,0,690,61,629,705,57,648
4,Other,Male,Hispanic,No,1,937,124,813,916,100,816
4,Other,Male,Hispanic,Yes,0,266,28,238,289,42,247
4,Other,Male,Hispanic,Yes,1,528,43,485,520,52,468
4,Other,Male,Other,No,0,246,28,218,379,36,343
4,Other,Male,Other,No,1,207,12,195,175,8,167
4,Other,Male,Other,Yes,0,125,8,117,146,17,129
4,Other,Male,White,No,0,854,141,713,927,65,862
4,Other,Male,White,No,1,34,6,28,50,11,39
4,Other,Male,White,Yes,0,461,52,409,493,61,432
4,Other,Male,White,Yes,1,20,1,19,35,10,25
5,Elementary,Female,Black,No,0,8134,474,7660,7776,535,7241
5,Elementary,Female,Black,No,1,1053,42,1011,1195,79,1116
5,Elementary,Female,Black,Yes,0,1517,117,1400,1400,109,1291
5,Elementary,Female,Black,Yes,1,50,6,44,35,1,34
5,Elementary,Female,Hispanic,No,0,1298,87,1211,1304,97,1207
5,Elementary,Female,Hispanic,No,1,380,25,355,316,26,290
5,Elementary,Female,Hispanic,Yes,0,265,30,235,259,17,242
5,Elementary,Female,Hispanic,Yes,1,130,8,122,135,10,125
5,Elementary,Female,Other,No,0,1938,130,1808,2121,180,1941
5,Elementary,Female,Other,No,1,1382,81,1301,1404,80,1324
5,Elementary,Female,Other,Yes,0,325,29,296,361,42,319
5,Elementary,Female,Other,Yes,1,47,2,45,65,2,63
5,Elementary,Female,White,No,0,4123,269,3854,3871,256,3615
5,Elementary,Female,White,No,1,423,37,386,445,32,413
5,Elementary,Female,White,Yes,0,1118,84,1034,1015,96,919
5,Elementary,Female,White,Yes,1,25,2,23,20,1,19
5,Elementary,Male,Black,No,0,7459,446,7013,7139,428,6711
5,Elementary,Male,Black,No,1,1055,45,1010,1123,73,1050
5,Elementary,Male,Black,Yes,0,3165,280,2885,3185,232,2953
5,Elementary,Male,Black,Yes,1,155,2,153,140,8,132
5,Elementary,Male,Hispanic,No,0,1229,71,1158,1254,114,1140
5,Elementary,Male,Hispanic,No,1,400,23,377,393,44,349
5,Elementary,Male,Hispanic,Yes,0,452,46,406,497,71,426
5,Elementary,Male,Hispanic,Yes,1,175,14,161,150,24,126
5,Elementary,Male,Other,No,0,1759,123,1636,1969,162,1807
5,Elementary,Male,Other,No,1,1592,77,1515,1711,76,1635
5,Elementary,Male,Other,Yes,0,596,41,555,700,80,620
5,Elementary,Male,Other,Yes,1,105,4,101,95,10,85
5,Elementary,Male,White,No,0,3434,211,3223,3240,247,2993
5,Elementary,Male,White,No,1,455,23,432,523,47,476
5,Elementary,Male,White,Yes,0,2051,163,1888,1843,123,1720
5,Elementary,Male,White,Yes,1,45,2,43,55,5,50
5,High,Female,Black,No,0,4082,266,3816,4046,238,3808
5,High,Female,Black,No,1,616,33,583,677,16,661
5,High,Female,Black,Yes,0,872,72,800,859,63,796
5,High,Female,Black,Yes,1,65,0,65,70,2,68
5,High,Female,Hispanic,No,0,687,50,637,650,59,591
5,High,Female,Hispanic,No,1,409,68,341,443,52,391
5,High,Female,Hispanic,Yes,0,105,25,80,95,9,86
5,High,Female,Hispanic,Yes,1,109,24,85,90,10,80
5,High,Female,Other,No,0,410,45,365,394,21,373
5,High,Female,Other,No,1,985,88,897,954,53,901
5,High,Female,Other,Yes,0,65,4,61,55,3,52
5,High,Female,Other,Yes,1,20,2,18,25,1,24
5,High,Female,White,No,0,1927,160,1767,1864,160,1704
5,High,Female,White,No,1,225,23,202,226,13,213
5,High,Female,White,Yes,0,520,58,462,410,46,364
5,High,Male,Black,No,0,3671,245,3426,3221,195,3026
5,High,Male,Black,No,1,641,34,607,683,15,668
5,High,Male,Black,Yes,0,1479,130,1349,1393,166,1227
5,High,Male,Black,Yes,1,74,13,61,75,0,75
5,High,Male,Hispanic,No,0,480,44,436,377,28,349
5,High,Male,Hispanic,No,1,492,69,423,466,46,420
5,High,Male,Hispanic,Yes,0,146,20,126,140,20,120
5,High,Male,Hispanic,Yes,1,195,31,164,214,35,179
5,High,Male,Other,No,0,291,19,272,323,29,294
5,High,Male,Other,No,1,1017,95,922,976,55,921
5,High,Male,Other,Yes,0,159,15,144,139,15,124
5,High,Male,Other,Yes,1,30,0,30,40,0,40
5,High,Male,White,No,0,1510,99,1411,1530,112,1418
5,High,Male,White,No,1,265,28,237,240,21,219
5,High,Male,White,Yes,0,647,69,578,550,56,494
5,High,Male,White,Yes,1,10,0,10,5,0,5
5,Middle,Female,Black,No,0,2535,60,2475,3204,78,3126
5,Middle,Female,Black,No,1,385,3,382,526,13,513
5,Middle,Female,Black,Yes,0,443,13,430,535,26,509
5,Middle,Female,Black,Yes,1,35,0,35,55,0,55
5,Middle,Female,Hispanic,No,0,405,22,383,500,18,482
5,Middle,Female,Hispanic,No,1,216,9,207,245,5,240
5,Middle,Female,Hispanic,Yes,0,56,1,55,96,7,89
5,Middle,Female,Hispanic,Yes,1,50,5,45,80,2,78
5,Middle,Female,Other,No,0,339,11,328,355,6,349
5,Middle,Female,Other,No,1,528,7,521,610,6,604
5,Middle,Female,Other,Yes,0,70,3,67,65,9,56
5,Middle,Female,Other,Yes,1,10,1,9,5,0,5
5,Middle,Female,White,No,0,1477,43,1434,1523,44,1479
5,Middle,Female,White,No,1,148,4,144,169,7,162
5,Middle,Female,White,Yes,0,305,25,280,346,9,337
5,Middle,Female,White,Yes,1,8,1,7,10,1,9
5,Middle,Male,Black,No,0,2252,32,2220,2938,62,2876
5,Middle,Male,Black,No,1,346,5,341,538,12,526
5,Middle,Male,Black,Yes,0,1085,22,1063,1278,53,1225
5,Middle,Male,Black,Yes,1,70,2,68,55,0,55
5,Middle,Male,Hispanic,No,0,301,8,293,483,23,460
5,Middle,Male,Hispanic,No,1,203,7,196,180,2,178
5,Middle,Male,Hispanic,Yes,0,190,8,182,200,6,194
5,Middle,Male,Hispanic,Yes,1,66,4,62,140,13,127
5,Middle,Male,Other,No,0,335,19,316,402,17,385
5,Middle,Male,Other,No,1,565,19,546,600,12,588
5,Middle,Male,Other,Yes,0,100,5,95,95,5,90
5,Middle,Male,Other,Yes,1,55,1,54,70,4,66
5,Middle,Male,White,No,0,1497,68,1429,1457,59,1398
5,Middle,Male,White,No,1,157,6,151,230,1,229
5,Middle,Male,White,Yes,0,602,24,578,800,47,753
5,Middle,Male,White,Yes,1,15,1,14,5,0,5
5,Other,Female,Black,No,0,2471,231,2240,2792,197,2595
5,Other,Female,Black,No,1,173,3,170,133,14,119
5,Other,Female,Black,Yes,0,348,42,306,359,29,330
5,Other,Female,Black,Yes,1,10,1,9,10,4,6
5,Other,Female,Hispanic,No,0,793,76,717,857,79,778
5,Other,Female,Hispanic,No,1,920,89,831,923,87,836
5,Other,Female,Hispanic,Yes,0,85,8,77,101,13,88
5,Other,Female,Hispanic,Yes,1,205,37,168,200,37,163
5,Other,Female,Other,No,0,306,44,262,423,31,392
5,Other,Female,Other,No,1,216,1,215,205,4,201
5,Other,Female,Other,Yes,0,45,1,44,53,7,46
5,Other,Female,Other,Yes,1,10,0,10,10,0,10
5,Other,Female,White,No,0,732,93,639,866,79,787
5,Other,Female,White,No,1,55,3,52,60,1,59
5,Other,Female,White,Yes,0,153,13,140,230,40,190
5,Other,Female,White,Yes,1,10,1,9,10,2,8
5,Other,Male,Black,No,0,2326,199,2127,2763,183,2580
5,Other,Male,Black,No,1,141,4,137,174,11,163
5,Other,Male,Black,Yes,0,868,86,782,942,101,841
5,Other,Male,Black,Yes,1,20,3,17,37,4,33
5,Other,Male,Hispanic,No,0,673,59,614,710,68,642
5,Other,Male,Hispanic,No,1,924,100,824,914,86,828
5,Other,Male,Hispanic,Yes,0,265,33,232,291,43,248
5,Other,Male,Hispanic,Yes,1,534,47,487,513,70,443
5,Other,Male,Other,No,0,242,21,221,398,36,362
5,Other,Male,Other,No,1,215,7,208,175,7,168
5,Other,Male,Other,Yes,0,127,5,122,150,15,135
5,Other,Male,White,No,0,848,101,747,946,68,878
5,Other,Male,White,No,1,30,0,30,50,10,40
5,Other,Male,White,Yes,0,472,48,424,486,61,425
5,Other,Male,White,Yes,1,20,0,20,35,7,28
6,Elementary,Female,Black,No,0,8117,485,7632,6222,470,5752
6,Elementary,Female,Black,No,1,1053,56,997,959,37,922
6,Elementary,Female,Black,Yes,0,1520,141,1379,1117,87,1030
6,Elementary,Female,Black,Yes,1,50,4,46,28,1,27
6,Elementary,Female,Hispanic,No,0,1293,81,1212,1047,87,960
6,Elementary,Female,Hispanic,No,1,379,25,354,255,22,233
6,Elementary,Female,Hispanic,Yes,0,264,35,229,214,25,189
6,Elementary,Female,Hispanic,Yes,1,130,21,109,108,10,98
6,Elementary,Female,Other,No,0,1936,183,1753,1699,131,1568
6,Elementary,Female,Other,No,1,1380,128,1252,1131,53,1078
6,Elementary,Female,Other,Yes,0,325,28,297,288,27,261
6,Elementary,Female,Other,Yes,1,45,4,41,52,5,47
6,Elementary,Female,White,No,0,4105,234,3871,3100,238,2862
6,Elementary,Female,White,No,1,420,34,386,361,26,335
6,Elementary,Female,White,Yes,0,1115,83,1032,812,55,757
6,Elementary,Female,White,Yes,1,25,0,25,16,0,16
6,Elementary,Male,Black,No,0,7440,420,7020,5720,350,5370
6,Elementary,Male,Black,No,1,1059,56,1003,925,56,869
6,Elementary,Male,Black,Yes,0,3158,268,2890,2562,199,2363
6,Elementary,Male,Black,Yes,1,155,10,145,112,5,107
6,Elementary,Male,Hispanic,No,0,1226,95,1131,1001,96,905
6,Elementary,Male,Hispanic,No,1,400,25,375,312,31,281
6,Elementary,Male,Hispanic,Yes,0,449,44,405,405,57,348
6,Elementary,Male,Hispanic,Yes,1,175,26,149,123,23,100
6,Elementary,Male,Other,No,0,1756,146,1610,1571,119,1452
6,Elementary,Male,Other,No,1,1584,148,1436,1373,59,1314
6,Elementary,Male,Other,Yes,0,597,44,553,566,52,514
6,Elementary,Male,Other,Yes,1,105,9,96,76,9,67
6,Elementary,Male,White,No,0,3450,233,3217,2579,201,2378
6,Elementary,Male,White,No,1,455,51,404,424,27,397
6,Elementary,Male,White,Yes,0,2037,184,1853,1480,110,1370
6,Elementary,Male,White,Yes,1,45,7,38,44,1,43
6,High,Female,Black,No,0,4073,335,3738,3233,198,3035
6,High,Female,Black,No,1,615,36,579,567,12,555
6,High,Female,Black,Yes,0,874,82,792,684,35,649
6,High,Female,Black,Yes,1,65,1,64,56,1,55
6,High,Female,Hispanic,No,0,693,79,614,529,35,494
6,High,Female,Hispanic,No,1,401,63,338,352,30,322
6,High,Female,Hispanic,Yes,0,105,34,71,76,9,67
6,High,Female,Hispanic,Yes,1,110,26,84,72,3,69
6,High,Female,Other,No,0,410,46,364,315,11,304
6,High,Female,Other,No,1,981,137,844,768,24,744
6,High,Female,Other,Yes,0,65,10,55,44,5,39
6,High,Female,Other,Yes,1,20,3,17,20,0,20
6,High,Female,White,No,0,1931,198,1733,1490,95,1395
6,High,Female,White,No,1,225,38,187,180,10,170
6,High,Female,White,Yes,0,520,47,473,331,43,288
6,High,Male,Black,No,0,3663,279,3384,2580,161,2419
6,High,Male,Black,No,1,635,41,594,557,12,545
6,High,Male,Black,Yes,0,1484,116,1368,1121,113,1008
6,High,Male,Black,Yes,1,75,14,61,62,0,62
6,High,Male,Hispanic,No,0,479,48,431,300,14,286
6,High,Male,Hispanic,No,1,490,84,406,374,34,340
6,High,Male,Hispanic,Yes,0,150,13,137,112,4,108
6,High,Male,Hispanic,Yes,1,195,32,163,172,18,154
6,High,Male,Other,No,0,288,19,269,260,12,248
6,High,Male,Other,No,1,1019,172,847,783,37,746
6,High,Male,Other,Yes,0,160,15,145,114,12,102
6,High,Male,Other,Yes,1,30,1,29,32,0,32
6,High,Male,White,No,0,1504,107,1397,1221,87,1134
6,High,Male,White,No,1,261,31,230,204,15,189
6,High,Male,White,Yes,0,645,78,567,440,42,398
6,High,Male,White,Yes,1,10,1,9,4,0,4
6,Middle,Female,Black,No,0,2521,44,2477,2563,51,2512
6,Middle,Female,Black,No,1,377,8,369,430,13,417
6,Middle,Female,Black,Yes,0,444,19,425,428,21,407
6,Middle,Female,Black,Yes,1,35,1,34,44,3,41
6,Middle,Female,Hispanic,No,0,402,17,385,400,19,381
6,Middle,Female,Hispanic,No,1,211,6,205,198,5,193
6,Middle,Female,Hispanic,Yes,0,55,1,54,80,7,73
6,Middle,Female,Hispanic,Yes,1,50,0,50,64,6,58
6,Middle,Female,Other,No,0,340,13,327,284,5,279
6,Middle,Female,Other,No,1,525,28,497,492,11,481
6,Middle,Female,Other,Yes,0,70,2,68,52,8,44
6,Middle,Female,Other,Yes,1,10,1,9,4,0,4
6,Middle,Female,White,No,0,1475,38,1437,1225,35,1190
6,Middle,Female,White,No,1,145,4,141,136,7,129
6,Middle,Female,White,Yes,0,305,17,288,275,7,268
6,Middle,Female,White,Yes,1,5,0,5,8,0,8
6,Middle,Male,Black,No,0,2236,46,2190,2344,65,2279
6,Middle,Male,Black,No,1,345,3,342,437,6,431
6,Middle,Male,Black,Yes,0,1083,22,1061,1016,37,979
6,Middle,Male,Black,Yes,1,70,1,69,44,0,44
6,Middle,Male,Hispanic,No,0,295,12,283,384,14,370
6,Middle,Male,Hispanic,No,1,200,4,196,146,4,142
6,Middle,Male,Hispanic,Yes,0,195,13,182,160,10,150
6,Middle,Male,Hispanic,Yes,1,55,4,51,112,9,103
6,Middle,Male,Other,No,0,331,19,312,319,16,303
6,Middle,Male,Other,No,1,555,37,518,480,9,471
6,Middle,Male,Other,Yes,0,100,6,94,76,6,70
6,Middle,Male,Other,Yes,1,55,2,53,56,5,51
6,Middle,Male,White,No,0,1498,50,1448,1170,57,1113
6,Middle,Male,White,No,1,160,8,152,186,12,174
6,Middle,Male,White,Yes,0,600,38,562,634,41,593
6,Middle,Male,White,Yes,1,15,0,15,4,0,4
6,Other,Female,Black,No,0,2495,235,2260,2259,197,2062
6,Other,Female,Black,No,1,187,11,176,113,8,105
6,Other,Female,Black,Yes,0,341,50,291,290,18,272
6,Other,Female,Black,Yes,1,10,0,10,8,3,5
6,Other,Female,Hispanic,No,0,784,66,718,687,83,604
6,Other,Female,Hispanic,No,1,908,102,806,747,75,672
6,Other,Female,Hispanic,Yes,0,85,9,76,80,7,73
6,Other,Female,Hispanic,Yes,1,205,31,174,162,25,137
6,Other,Female,Other,No,0,306,29,277,339,26,313
6,Other,Female,Other,No,1,226,4,222,164,4,160
6,Other,Female,Other,Yes,0,45,1,44,40,3,37
6,Other,Female,Other,Yes,1,10,0,10,8,0,8
6,Other,Female,White,No,0,737,102,635,695,85,610
6,Other,Female,White,No,1,55,3,52,48,1,47
6,Other,Female,White,Yes,0,155,9,146,186,30,156
6,Other,Female,White,Yes,1,10,0,10,8,2,6
6,Other,Male,Black,No,0,2329,194,2135,2221,202,2019
6,Other,Male,Black,No,1,147,3,144,140,13,127
6,Other,Male,Black,Yes,0,869,81,788,762,97,665
6,Other,Male,Black,Yes,1,20,3,17,32,7,25
6,Other,Male,Hispanic,No,0,665,63,602,569,53,516
6,Other,Male,Hispanic,No,1,915,96,819,739,88,651
6,Other,Male,Hispanic,Yes,0,265,27,238,241,47,194
6,Other,Male,Hispanic,Yes,1,539,57,482,412,63,349
6,Other,Male,Other,No,0,250,24,226,325,26,299
6,Other,Male,Other,No,1,223,8,215,140,6,134
6,Other,Male,Other,Yes,0,130,10,120,120,7,113
6,Other,Male,Other,Yes,1,2,0,2,4,0,4
6,Other,Male,White,No,0,865,93,772,760,64,696
6,Other,Male,White,No,1,27,2,25,40,6,34
6,Other,Male,White,Yes,0,468,50,418,384,43,341
6,Other,Male,White,Yes,1,20,2,18,28,6,22
7,Elementary,Female,Black,No,0,6498,433,6065,7796,457,7339
7,Elementary,Female,Black,No,1,848,37,811,1202,55,1147
7,Elementary,Female,Black,Yes,0,1222,81,1141,1395,100,1295
7,Elementary,Female,Black,Yes,1,40,4,36,35,0,35
7,Elementary,Female,Hispanic,No,0,1040,85,955,1305,106,1199
7,Elementary,Female,Hispanic,No,1,302,22,280,322,30,292
7,Elementary,Female,Hispanic,Yes,0,208,22,186,270,23,247
7,Elementary,Female,Hispanic,Yes,1,104,10,94,135,13,122
7,Elementary,Female,Other,No,0,1543,129,1414,2120,163,1957
7,Elementary,Female,Other,No,1,1102,45,1057,1410,69,1341
7,Elementary,Female,Other,Yes,0,260,31,229,360,42,318
7,Elementary,Female,Other,Yes,1,36,0,36,65,9,56
7,Elementary,Female,White,No,0,3290,192,3098,3898,261,3637
7,Elementary,Female,White,No,1,336,17,319,455,29,426
7,Elementary,Female,White,Yes,0,895,59,836,1014,71,943
7,Elementary,Female,White,Yes,1,20,0,20,20,0,20
7,Elementary,Male,Black,No,0,5952,339,5613,7184,424,6760
7,Elementary,Male,Black,No,1,851,44,807,1170,63,1107
7,Elementary,Male,Black,Yes,0,2530,227,2303,3212,236,2976
7,Elementary,Male,Black,Yes,1,124,8,116,136,14,122
7,Elementary,Male,Hispanic,No,0,984,55,929,1259,95,1164
7,Elementary,Male,Hispanic,No,1,319,21,298,398,25,373
7,Elementary,Male,Hispanic,Yes,0,356,42,314,504,58,446
7,Elementary,Male,Hispanic,Yes,1,139,14,125,155,21,134
7,Elementary,Male,Other,No,0,1410,98,1312,1953,142,1811
7,Elementary,Male,Other,No,1,1264,81,1183,1720,49,1671
7,Elementary,Male,Other,Yes,0,490,36,454,710,63,647
7,Elementary,Male,Other,Yes,1,84,10,74,95,10,85
7,Elementary,Male,White,No,0,2772,175,2597,3235,213,3022
7,Elementary,Male,White,No,1,364,30,334,530,36,494
7,Elementary,Male,White,Yes,0,1616,139,1477,1850,148,1702
7,Elementary,Male,White,Yes,1,36,3,33,55,5,50
7,High,Female,Black,No,0,3248,213,3035,4045,374,3671
7,High,Female,Black,No,1,491,27,464,733,21,712
7,High,Female,Black,Yes,0,700,57,643,853,81,772
7,High,Female,Black,Yes,1,52,1,51,70,4,66
7,High,Female,Hispanic,No,0,557,45,512,668,81,587
7,High,Female,Hispanic,No,1,315,45,270,445,59,386
7,High,Female,Hispanic,Yes,0,84,26,58,95,9,86
7,High,Female,Hispanic,Yes,1,88,15,73,90,8,82
7,High,Female,Other,No,0,328,35,293,395,36,359
7,High,Female,Other,No,1,777,50,727,961,50,911
7,High,Female,Other,Yes,0,52,4,48,55,4,51
7,High,Female,Other,Yes,1,20,4,16,25,1,24
7,High,Female,White,No,0,1551,145,1406,1862,128,1734
7,High,Female,White,No,1,176,18,158,225,20,205
7,High,Female,White,Yes,0,420,42,378,411,49,362
7,High,Male,Black,No,0,2927,210,2717,3217,269,2948
7,High,Male,Black,No,1,511,24,487,712,33,679
7,High,Male,Black,Yes,0,1188,99,1089,1416,175,1241
7,High,Male,Black,Yes,1,59,8,51,80,1,79
7,High,Male,Hispanic,No,0,380,40,340,375,27,348
7,High,Male,Hispanic,No,1,394,60,334,466,46,420
7,High,Male,Hispanic,Yes,0,120,10,110,140,17,123
7,High,Male,Hispanic,Yes,1,158,25,133,215,30,185
7,High,Male,Other,No,0,231,8,223,325,24,301
7,High,Male,Other,No,1,819,56,763,974,55,919
7,High,Male,Other,Yes,0,128,12,116,145,10,135
7,High,Male,Other,Yes,1,24,2,22,40,0,40
7,High,Male,White,No,0,1198,70,1128,1530,129,1401
7,High,Male,White,No,1,208,18,190,256,18,238
7,High,Male,White,Yes,0,516,71,445,552,57,495
7,High,Male,White,Yes,1,8,0,8,5,0,5
7,Middle,Female,Black,No,0,2021,43,1978,3213,63,3150
7,Middle,Female,Black,No,1,299,8,291,541,22,519
7,Middle,Female,Black,Yes,0,357,10,347,537,43,494
7,Middle,Female,Black,Yes,1,28,1,27,55,5,50
7,Middle,Female,Hispanic,No,0,324,9,315,500,19,481
7,Middle,Female,Hispanic,No,1,172,10,162,247,9,238
7,Middle,Female,Hispanic,Yes,0,44,3,41,100,16,84
7,Middle,Female,Hispanic,Yes,1,40,4,36,80,6,74
7,Middle,Female,Other,No,0,272,11,261,355,6,349
7,Middle,Female,Other,No,1,418,7,411,618,10,608
7,Middle,Female,Other,Yes,0,60,3,57,65,8,57
7,Middle,Female,Other,Yes,1,8,0,8,5,0,5
7,Middle,Female,White,No,0,1182,50,1132,1540,32,1508
7,Middle,Female,White,No,1,117,5,112,170,6,164
7,Middle,Female,White,Yes,0,244,11,233,345,8,337
7,Middle,Female,White,Yes,1,4,0,4,10,0,10
7,Middle,Male,Black,No,0,1790,33,1757,2926,57,2869
7,Middle,Male,Black,No,1,275,3,272,550,9,541
7,Middle,Male,Black,Yes,0,872,16,856,1270,45,1225
7,Middle,Male,Black,Yes,1,56,1,55,55,0,55
7,Middle,Male,Hispanic,No,0,240,7,233,480,15,465
7,Middle,Male,Hispanic,No,1,160,1,159,185,2,183
7,Middle,Male,Hispanic,Yes,0,156,8,148,201,6,195
7,Middle,Male,Hispanic,Yes,1,44,1,43,140,9,131
7,Middle,Male,Other,No,0,264,15,249,395,10,385
7,Middle,Male,Other,No,1,444,11,433,602,14,588
7,Middle,Male,Other,Yes,0,80,5,75,95,4,91
7,Middle,Male,Other,Yes,1,44,1,43,71,3,68
7,Middle,Male,White,No,0,1200,48,1152,1460,61,1399
7,Middle,Male,White,No,1,129,2,127,235,5,230
7,Middle,Male,White,Yes,0,482,25,457,797,38,759
7,Middle,Male,White,Yes,1,12,0,12,5,0,5
7,Other,Female,Black,No,0,1988,218,1770,2824,249,2575
7,Other,Female,Black,No,1,152,4,148,150,11,139
7,Other,Female,Black,Yes,0,270,41,229,368,29,339
7,Other,Female,Black,Yes,1,8,0,8,10,1,9
7,Other,Female,Hispanic,No,0,624,72,552,865,95,770
7,Other,Female,Hispanic,No,1,724,87,637,935,96,839
7,Other,Female,Hispanic,Yes,0,68,10,58,100,9,91
7,Other,Female,Hispanic,Yes,1,164,24,140,205,30,175
7,Other,Female,Other,No,0,246,18,228,420,36,384
7,Other,Female,Other,No,1,188,5,183,204,5,199
7,Other,Female,Other,Yes,0,36,1,35,50,7,43
7,Other,Female,Other,Yes,1,8,0,8,10,0,10
7,Other,Female,White,No,0,592,79,513,874,100,774
7,Other,Female,White,No,1,44,2,42,60,3,57
7,Other,Female,White,Yes,0,121,11,110,243,38,205
7,Other,Female,White,Yes,1,8,2,6,10,1,9
7,Other,Male,Black,No,0,1872,180,1692,2778,253,2525
7,Other,Male,Black,No,1,120,2,118,180,11,169
7,Other,Male,Black,Yes,0,705,62,643,947,113,834
7,Other,Male,Black,Yes,1,16,1,15,40,10,30
7,Other,Male,Hispanic,No,0,528,55,473,728,69,659
7,Other,Male,Hispanic,No,1,732,79,653,930,108,822
7,Other,Male,Hispanic,Yes,0,209,36,173,301,49,252
7,Other,Male,Hispanic,Yes,1,432,50,382,524,58,466
7,Other,Male,Other,No,0,200,18,182,407,27,380
7,Other,Male,Other,No,1,188,5,183,175,7,168
7,Other,Male,Other,Yes,0,104,6,98,150,10,140
7,Other,Male,Other,Yes,1,4,0,4,5,0,5
7,Other,Male,White,No,0,692,95,597,952,68,884
7,Other,Male,White,No,1,20,0,20,50,9,41
7,Other,Male,White,Yes,0,382,55,327,480,62,418
7,Other,Male,White,Yes,1,16,2,14,35,9,26
8,Elementary,Female,Black,No,0,8157,508,7649,7814,478,7336
8,Elementary,Female,Black,No,1,1072,57,1015,1225,72,1153
8,Elementary,Female,Black,Yes,0,1536,131,1405,1390,96,1294
8,Elementary,Female,Black,Yes,1,50,1,49,35,0,35
8,Elementary,Female,Hispanic,No,0,1305,84,1221,1298,124,1174
8,Elementary,Female,Hispanic,No,1,379,25,354,325,28,297
8,Elementary,Female,Hispanic,Yes,0,260,24,236,270,30,240
8,Elementary,Female,Hispanic,Yes,1,134,13,121,135,17,118
8,Elementary,Female,Other,No,0,1932,138,1794,2129,153,1976
8,Elementary,Female,Other,No,1,1389,70,1319,1410,146,1264
8,Elementary,Female,Other,Yes,0,326,27,299,360,35,325
8,Elementary,Female,Other,Yes,1,45,1,44,65,7,58
8,Elementary,Female,White,No,0,4114,265,3849,3908,248,3660
8,Elementary,Female,White,No,1,420,25,395,455,14,441
8,Elementary,Female,White,Yes,0,1120,88,1032,1019,79,940
8,Elementary,Female,White,Yes,1,25,0,25,20,0,20
8,Elementary,Male,Black,No,0,7468,461,7007,7217,390,6827
8,Elementary,Male,Black,No,1,1086,53,1033,1179,60,1119
8,Elementary,Male,Black,Yes,0,3169,247,2922,3226,236,2990
8,Elementary,Male,Black,Yes,1,155,8,147,135,12,123
8,Elementary,Male,Hispanic,No,0,1231,90,1141,1265,90,1175
8,Elementary,Male,Hispanic,No,1,399,29,370,405,37,368
8,Elementary,Male,Hispanic,Yes,0,445,45,400,502,60,442
8,Elementary,Male,Hispanic,Yes,1,172,13,159,155,13,142
8,Elementary,Male,Other,No,0,1758,127,1631,1950,179,1771
8,Elementary,Male,Other,No,1,1582,99,1483,1721,138,1583
8,Elementary,Male,Other,Yes,0,617,50,567,715,58,657
8,Elementary,Male,Other,Yes,1,105,2,103,95,15,80
8,Elementary,Male,White,No,0,3472,241,3231,3248,236,3012
8,Elementary,Male,White,No,1,455,27,428,531,20,511
8,Elementary,Male,White,Yes,0,2031,164,1867,1850,157,1693
8,Elementary,Male,White,Yes,1,47,3,44,55,8,47
8,High,Female,Black,No,0,4046,274,3772,4057,349,3708
8,High,Female,Black,No,1,610,32,578,739,18,721
8,High,Female,Black,Yes,0,872,76,796,850,85,765
8,High,Female,Black,Yes,1,65,0,65,70,1,69
8,High,Female,Hispanic,No,0,693,62,631,667,55,612
8,High,Female,Hispanic,No,1,390,36,354,453,52,401
